AI5473, Air Australia, 2024-02-25, 12:00, 109
AI8443, Air Germany, 2024-02-25, 08:00, 59
AI3273, Air China, 2024-02-25, 02:00, 139
AI1871, Air Japan, 2024-02-24, 23:00, 448
AI4898, Air Russia, 2024-02-24, 22:00, 449
AI8230, Air Germany, 2024-02-24, 12:00, 408
AI1452, Air Russia, 2024-02-24, 11:00, 462
AI1584, Air China, 2024-02-24, 11:00, 492
AI5645, Air Australia, 2024-02-24, 09:00, 229
AI5537, Air Canada, 2024-02-24, 08:00, 184
AI2141, Air France, 2024-02-24, 05:00, 130
AI491, Air Japan, 2024-02-24, 04:00, 90
AI9876, Air China, 2024-02-24, 02:00, 253
AI1506, Air China, 2024-02-23, 21:00, 186
AI8392, Air Australia, 2024-02-23, 14:00, 462
AI7024, Air France, 2024-02-23, 10:00, 313
AI7200, Air China, 2024-02-23, 08:00, 370
AI1041, Air USA, 2024-02-23, 04:00, 472
AI2410, Air India, 2024-02-23, 04:00, 250
AI4924, Air France, 2024-02-23, 03:00, 225
AI6088, Air France, 2024-02-23, 01:00, 59
AI3896, Air Brazil, 2024-02-23, 00:00, 85
AI6845, Air China, 2024-02-22, 23:00, 432
AI3536, Air France, 2024-02-22, 14:00, 252
AI1236, Air Australia, 2024-02-21, 18:00, 376
AI5750, Air Germany, 2024-02-21, 15:00, 274
AI518, Air China, 2024-02-21, 12:00, 335
AI7404, Air Brazil, 2024-02-21, 11:00, 497
AI2085, Air USA, 2024-02-21, 06:00, 285
AI7102, Air India, 2024-02-21, 06:00, 240
AI8147, Air France, 2024-02-20, 20:00, 135
AI9353, Air Germany, 2024-02-20, 10:00, 214
AI2151, Air Russia, 2024-02-20, 09:00, 481
AI3426, Air France, 2024-02-20, 02:00, 55
AI1889, Air USA, 2024-02-20, 00:00, 486
AI8404, Air Canada, 2024-02-19, 16:00, 237
AI1613, Air Japan, 2024-02-19, 13:00, 494
AI4473, Air Brazil, 2024-02-19, 06:00, 99
AI9520, Air Brazil, 2024-02-19, 06:00, 35
AI3147, Air Germany, 2024-02-19, 03:00, 428
AI4313, Air Japan, 2024-02-18, 13:00, 381
AI3159, Air China, 2024-02-18, 13:00, 397
AI7635, Air Australia, 2024-02-18, 08:00, 395
AI5502, Air Brazil, 2024-02-18, 03:00, 363
AI1924, Air China, 2024-02-18, 02:00, 489
AI6328, Air Brazil, 2024-02-17, 20:00, 428
AI539, Air Russia, 2024-02-17, 14:00, 45
AI4145, Air Russia, 2024-02-17, 12:00, 335
AI4176, Air France, 2024-02-17, 10:00, 43
AI5456, Air Japan, 2024-02-17, 01:00, 121
AI8973, Air India, 2024-02-16, 21:00, 131
AI7467, Air France, 2024-02-16, 13:00, 213
AI4573, Air India, 2024-02-16, 08:00, 121
AI3354, Air Russia, 2024-02-16, 00:00, 308
AI911, Air India, 2024-02-15, 20:00, 488
AI8313, Air Germany, 2024-02-15, 19:00, 320
AI2146, Air USA, 2024-02-15, 18:00, 453
AI4754, Air Australia, 2024-02-15, 15:00, 247
AI7253, Air Germany, 2024-02-15, 13:00, 317
AI7022, Air India, 2024-02-15, 10:00, 61
AI628, Air India, 2024-02-15, 06:00, 432
AI8548, Air France, 2024-02-15, 06:00, 47
AI4493, Air Japan, 2024-02-15, 00:00, 91
AI7128, Air Germany, 2024-02-14, 21:00, 364
AI1198, Air India, 2024-02-14, 09:00, 162
AI9119, Air Canada, 2024-02-14, 08:00, 262
AI3646, Air Brazil, 2024-02-14, 00:00, 141
AI9519, Air Russia, 2024-02-13, 23:00, 172
AI5843, Air Japan, 2024-02-13, 20:00, 27
AI6729, Air France, 2024-02-13, 11:00, 497
AI1896, Air Japan, 2024-02-13, 09:00, 387
AI106, Air France, 2024-02-12, 20:00, 483
AI8556, Air France, 2024-02-12, 18:00, 361
AI4479, Air Germany, 2024-02-12, 12:00, 334
AI9904, Air India, 2024-02-12, 05:00, 58
AI1688, Air China, 2024-02-12, 03:00, 291
AI112, Air Canada, 2024-02-12, 01:00, 371
AI1273, Air USA, 2024-02-11, 20:00, 398
AI5828, Air China, 2024-02-11, 16:00, 323
AI7531, Air Germany, 2024-02-10, 23:00, 310
AI6203, Air India, 2024-02-10, 20:00, 168
AI5854, Air Brazil, 2024-02-10, 20:00, 424
AI9559, Air Japan, 2024-02-10, 11:00, 67
AI3355, Air Russia, 2024-02-10, 08:00, 462
AI3113, Air India, 2024-02-10, 08:00, 330
AI7304, Air Russia, 2024-02-10, 07:00, 381
AI626, Air Russia, 2024-02-09, 22:00, 251
AI240, Air France, 2024-02-09, 18:00, 102
AI5398, Air India, 2024-02-09, 15:00, 432
AI175, Air Australia, 2024-02-09, 11:00, 306
AI9966, Air Australia, 2024-02-09, 10:00, 474
AI1784, Air Germany, 2024-02-09, 07:00, 396
AI814, Air Brazil, 2024-02-09, 01:00, 264
AI7103, Air France, 2024-02-08, 20:00, 391
AI3898, Air France, 2024-02-08, 18:00, 158
AI9104, Air Germany, 2024-02-08, 05:00, 343
AI5173, Air Japan, 2024-02-08, 03:00, 475
AI5596, Air USA, 2024-02-07, 21:00, 61
AI6218, Air Japan, 2024-02-07, 01:00, 167
AI1921, Air Japan, 2024-02-06, 16:00, 377
AI3624, Air Russia, 2024-02-06, 14:00, 178
AI1159, Air Brazil, 2024-02-06, 09:00, 353
AI4128, Air France, 2024-02-06, 01:00, 162
AI6477, Air India, 2024-02-05, 22:00, 308
AI2355, Air Japan, 2024-02-05, 09:00, 402
AI3921, Air Canada, 2024-02-05, 06:00, 168
AI3455, Air France, 2024-02-05, 05:00, 458
AI2530, Air USA, 2024-02-05, 00:00, 162
AI712, Air France, 2024-02-04, 21:00, 237
AI5017, Air Brazil, 2024-02-04, 19:00, 41
AI5837, Air USA, 2024-02-04, 16:00, 50
AI8974, Air India, 2024-02-04, 09:00, 279
AI2358, Air Canada, 2024-02-04, 09:00, 109
AI3618, Air Brazil, 2024-02-04, 06:00, 263
AI593, Air France, 2024-02-04, 05:00, 312
AI5217, Air Russia, 2024-02-04, 01:00, 48
AI7734, Air India, 2024-02-03, 17:00, 263
AI1903, Air Japan, 2024-02-02, 17:00, 231
AI2978, Air Canada, 2024-02-02, 11:00, 270
AI4435, Air France, 2024-02-02, 09:00, 382
AI2674, Air Canada, 2024-02-02, 08:00, 480
AI8197, Air Russia, 2024-02-02, 07:00, 248
AI5178, Air Japan, 2024-02-01, 19:00, 268
AI3486, Air Russia, 2024-02-01, 17:00, 207
AI992, Air China, 2024-02-01, 13:00, 277
AI6508, Air USA, 2024-02-01, 10:00, 58
AI5710, Air Australia, 2024-02-01, 10:00, 128
AI7110, Air China, 2024-02-01, 07:00, 142
AI8805, Air Japan, 2024-02-01, 06:00, 101
AI7022, Air France, 2024-02-01, 04:00, 491
AI7479, Air India, 2024-01-31, 19:00, 446
AI2312, Air Japan, 2024-01-31, 16:00, 407
AI3258, Air Japan, 2024-01-31, 13:00, 447
AI3456, Air Russia, 2024-01-31, 09:00, 166
AI4617, Air Canada, 2024-01-31, 02:00, 159
AI2934, Air Japan, 2024-01-30, 18:00, 462
AI1812, Air Canada, 2024-01-30, 18:00, 80
AI1867, Air India, 2024-01-30, 16:00, 226
AI6646, Air Germany, 2024-01-30, 16:00, 189
AI2655, Air Japan, 2024-01-30, 11:00, 294
AI6094, Air USA, 2024-01-30, 05:00, 277
AI7069, Air India, 2024-01-30, 04:00, 491
AI2799, Air Russia, 2024-01-29, 20:00, 397
AI3999, Air Brazil, 2024-01-29, 16:00, 212
AI4759, Air Japan, 2024-01-29, 13:00, 67
AI3336, Air Australia, 2024-01-29, 13:00, 69
AI5834, Air Russia, 2024-01-29, 08:00, 219
AI7204, Air China, 2024-01-29, 06:00, 43
AI3169, Air France, 2024-01-29, 05:00, 377
AI9860, Air Australia, 2024-01-29, 03:00, 57
AI8701, Air Russia, 2024-01-29, 00:00, 415
AI6775, Air Brazil, 2024-01-28, 21:00, 231
AI5761, Air Japan, 2024-01-28, 16:00, 364
AI1596, Air India, 2024-01-28, 08:00, 444
AI2679, Air China, 2024-01-28, 03:00, 174
AI6508, Air India, 2024-01-28, 01:00, 343
AI2396, Air India, 2024-01-27, 23:00, 458
AI6896, Air Germany, 2024-01-27, 15:00, 456
AI348, Air Russia, 2024-01-27, 14:00, 173
AI9079, Air Germany, 2024-01-27, 10:00, 414
AI9302, Air Germany, 2024-01-27, 02:00, 490
AI9980, Air Canada, 2024-01-26, 20:00, 178
AI7216, Air Russia, 2024-01-26, 16:00, 210
AI1725, Air Japan, 2024-01-26, 09:00, 168
AI4273, Air China, 2024-01-26, 06:00, 183
AI8746, Air Australia, 2024-01-26, 05:00, 31
AI6854, Air USA, 2024-01-25, 22:00, 330
AI5123, Air Russia, 2024-01-25, 14:00, 437
AI5152, Air Brazil, 2024-01-25, 04:00, 496
AI602, Air Brazil, 2024-01-24, 22:00, 365
AI5731, Air China, 2024-01-24, 17:00, 262
AI3132, Air China, 2024-01-24, 17:00, 106
AI5422, Air India, 2024-01-24, 08:00, 444
AI1846, Air Brazil, 2024-01-24, 07:00, 139
AI7314, Air USA, 2024-01-23, 13:00, 296
AI8580, Air Russia, 2024-01-23, 08:00, 129
AI7892, Air Germany, 2024-01-23, 07:00, 500
AI5004, Air Germany, 2024-01-23, 04:00, 312
AI3138, Air Brazil, 2024-01-22, 20:00, 330
AI5092, Air USA, 2024-01-22, 18:00, 443
AI7868, Air Brazil, 2024-01-22, 14:00, 261
AI9441, Air Australia, 2024-01-22, 02:00, 307
AI292, Air India, 2024-01-22, 01:00, 307
AI2666, Air Canada, 2024-01-21, 15:00, 253
AI1770, Air Russia, 2024-01-21, 13:00, 181
AI6783, Air USA, 2024-01-21, 11:00, 85
AI3726, Air France, 2024-01-21, 11:00, 301
AI3102, Air Brazil, 2024-01-21, 08:00, 247
AI4501, Air Brazil, 2024-01-21, 00:00, 481
AI1865, Air India, 2024-01-20, 20:00, 491
AI4842, Air Russia, 2024-01-20, 19:00, 298
AI7817, Air Russia, 2024-01-20, 17:00, 74
AI8584, Air Brazil, 2024-01-20, 12:00, 421
AI7510, Air Australia, 2024-01-20, 12:00, 61
AI1234, Air India, 2024-01-20, 02:00, 446
AI6249, Air Australia, 2024-01-19, 20:00, 372
AI4406, Air Brazil, 2024-01-19, 15:00, 316
AI6890, Air Germany, 2024-01-19, 13:00, 118
AI8747, Air Australia, 2024-01-19, 10:00, 236
AI1772, Air Germany, 2024-01-19, 08:00, 206
AI4136, Air Canada, 2024-01-19, 03:00, 257
AI3615, Air Australia, 2024-01-18, 12:00, 139
AI691, Air Russia, 2024-01-18, 10:00, 99
AI9126, Air Brazil, 2024-01-18, 08:00, 383
AI6909, Air USA, 2024-01-17, 21:00, 88
AI1625, Air USA, 2024-01-17, 20:00, 83
AI5421, Air Russia, 2024-01-17, 19:00, 215
AI8048, Air France, 2024-01-17, 17:00, 122
AI1384, Air India, 2024-01-17, 12:00, 287
AI8608, Air Canada, 2024-01-17, 08:00, 174
AI504, Air China, 2024-01-16, 22:00, 234
AI1081, Air Russia, 2024-01-16, 20:00, 436
AI1784, Air Brazil, 2024-01-16, 17:00, 203
AI7040, Air Russia, 2024-01-16, 13:00, 351
AI7891, Air India, 2024-01-15, 21:00, 450
AI184, Air Russia, 2024-01-15, 11:00, 227
AI5650, Air France, 2024-01-15, 09:00, 356
AI9393, Air China, 2024-01-15, 08:00, 457
AI112, Air Australia, 2024-01-15, 02:00, 66
AI4883, Air Canada, 2024-01-14, 20:00, 498
AI1520, Air Russia, 2024-01-14, 18:00, 414
AI1252, Air China, 2024-01-14, 18:00, 456
AI1504, Air China, 2024-01-14, 18:00, 456
AI8870, Air Japan, 2024-01-14, 14:00, 440
AI3554, Air India, 2024-01-14, 12:00, 276
AI5807, Air France, 2024-01-14, 00:00, 420
AI434, Air Russia, 2024-01-13, 19:00, 160
AI9367, Air Russia, 2024-01-13, 18:00, 72
AI5277, Air USA, 2024-01-13, 10:00, 221
AI6360, Air Brazil, 2024-01-13, 10:00, 460
AI2297, Air Russia, 2024-01-12, 20:00, 179
AI6243, Air France, 2024-01-12, 05:00, 432
AI4661, Air Japan, 2024-01-11, 03:00, 167
AI4598, Air USA, 2024-01-11, 01:00, 33
AI2270, Air Canada, 2024-01-10, 23:00, 68
AI4064, Air China, 2024-01-10, 22:00, 427
AI5947, Air USA, 2024-01-10, 21:00, 341
AI2623, Air Canada, 2024-01-10, 21:00, 305
AI3394, Air Canada, 2024-01-10, 02:00, 88
AI1426, Air Brazil, 2024-01-10, 00:00, 205
AI2453, Air France, 2024-01-09, 21:00, 487
AI9343, Air France, 2024-01-09, 16:00, 448
AI5606, Air France, 2024-01-09, 00:00, 256
AI9951, Air China, 2024-01-09, 00:00, 424
AI9421, Air USA, 2024-01-08, 20:00, 320
AI4851, Air China, 2024-01-08, 14:00, 84
AI8575, Air Canada, 2024-01-08, 04:00, 329
AI3205, Air France, 2024-01-08, 03:00, 314
AI8076, Air Brazil, 2024-01-08, 03:00, 200
AI8009, Air Germany, 2024-01-07, 23:00, 213
AI1630, Air India, 2024-01-07, 18:00, 450
AI5559, Air Brazil, 2024-01-07, 13:00, 200
AI2654, Air Canada, 2024-01-07, 12:00, 291
AI5978, Air Japan, 2024-01-07, 11:00, 283
AI2920, Air Japan, 2024-01-07, 06:00, 283
AI6279, Air Brazil, 2024-01-07, 06:00, 97
AI3892, Air Germany, 2024-01-07, 03:00, 371
AI7696, Air France, 2024-01-07, 03:00, 447
AI5722, Air China, 2024-01-06, 14:00, 437
AI3185, Air Australia, 2024-01-06, 14:00, 426
AI7670, Air Russia, 2024-01-06, 11:00, 399
AI5986, Air China, 2024-01-06, 06:00, 285
AI3861, Air France, 2024-01-05, 16:00, 432
AI3317, Air France, 2024-01-05, 09:00, 498
AI1739, Air Canada, 2024-01-05, 09:00, 319
AI5331, Air Germany, 2024-01-05, 08:00, 208
AI9488, Air Japan, 2024-01-05, 00:00, 26
AI3522, Air Australia, 2024-01-04, 23:00, 23
AI1123, Air China, 2024-01-04, 20:00, 131
AI2013, Air China, 2024-01-04, 17:00, 168
AI9885, Air France, 2024-01-04, 15:00, 203
AI4253, Air USA, 2024-01-04, 02:00, 442
AI8406, Air USA, 2024-01-04, 01:00, 263
AI1570, Air Australia, 2024-01-03, 23:00, 216
AI3622, Air USA, 2024-01-03, 15:00, 254
AI185, Air India, 2024-01-03, 15:00, 223
AI292, Air USA, 2024-01-03, 08:00, 312
AI9734, Air Russia, 2024-01-03, 01:00, 73
AI5912, Air France, 2024-01-02, 23:00, 419
AI8839, Air Brazil, 2024-01-02, 21:00, 399
AI2776, Air Germany, 2024-01-02, 20:00, 256
AI7468, Air Germany, 2024-01-02, 17:00, 199
AI9353, Air Brazil, 2024-01-02, 17:00, 318
AI2677, Air Russia, 2024-01-02, 08:00, 320
AI4405, Air China, 2024-01-02, 08:00, 295
AI7138, Air Germany, 2024-01-02, 05:00, 135
AI9818, Air France, 2024-01-02, 03:00, 287
AI7108, Air Brazil, 2024-01-02, 01:00, 111
AI9573, Air France, 2024-01-01, 18:00, 189
AI3027, Air Australia, 2024-01-01, 18:00, 424
AI5082, Air Canada, 2024-01-01, 11:00, 197
AI5503, Air India, 2024-01-01, 10:00, 138
AI5980, Air USA, 2024-01-01, 09:00, 141
AI6369, Air China, 2024-01-01, 05:00, 58
AI3172, Air China, 2024-01-01, 01:00, 183
AI517, Air Brazil, 2023-12-31, 23:00, 182
AI5109, Air Japan, 2023-12-31, 08:00, 415
AI1165, Air Australia, 2023-12-31, 06:00, 196
AI1203, Air Canada, 2023-12-31, 03:00, 100
AI4481, Air USA, 2023-12-30, 18:00, 469
AI6223, Air Japan, 2023-12-30, 12:00, 235
AI1146, Air Japan, 2023-12-30, 03:00, 238
AI7921, Air China, 2023-12-30, 02:00, 280
AI8919, Air USA, 2023-12-29, 22:00, 327
AI7187, Air China, 2023-12-29, 21:00, 69
AI5416, Air Russia, 2023-12-29, 14:00, 53
AI8075, Air Russia, 2023-12-29, 11:00, 437
AI3011, Air Canada, 2023-12-29, 08:00, 436
AI5746, Air Brazil, 2023-12-29, 04:00, 260
AI1893, Air Brazil, 2023-12-28, 23:00, 123
AI2950, Air USA, 2023-12-28, 17:00, 146
AI6452, Air Australia, 2023-12-28, 15:00, 475
AI2365, Air Brazil, 2023-12-28, 13:00, 199
AI5282, Air Australia, 2023-12-28, 09:00, 108
AI7247, Air Japan, 2023-12-28, 02:00, 180
AI1774, Air China, 2023-12-28, 02:00, 101
AI8071, Air France, 2023-12-27, 20:00, 224
AI4236, Air India, 2023-12-27, 12:00, 59
AI9122, Air Canada, 2023-12-27, 12:00, 393
AI183, Air Brazil, 2023-12-27, 12:00, 387
AI9054, Air Brazil, 2023-12-27, 04:00, 370
AI7866, Air France, 2023-12-27, 02:00, 406
AI4853, Air France, 2023-12-27, 01:00, 37
AI7199, Air Russia, 2023-12-27, 00:00, 80
AI7389, Air India, 2023-12-27, 00:00, 367
AI7616, Air China, 2023-12-26, 23:00, 323
AI586, Air Australia, 2023-12-26, 14:00, 385
AI8126, Air Germany, 2023-12-26, 01:00, 210
AI483, Air USA, 2023-12-26, 00:00, 77
AI1810, Air Australia, 2023-12-25, 23:00, 302
AI2382, Air Australia, 2023-12-25, 03:00, 147
AI7444, Air USA, 2023-12-25, 01:00, 147
AI5144, Air USA, 2023-12-24, 21:00, 23
AI2250, Air Australia, 2023-12-24, 18:00, 462
AI4752, Air USA, 2023-12-24, 12:00, 422
AI5574, Air Germany, 2023-12-23, 18:00, 118
AI2251, Air Brazil, 2023-12-23, 18:00, 221
AI1821, Air USA, 2023-12-23, 12:00, 81
AI3295, Air India, 2023-12-23, 12:00, 119
AI1553, Air Canada, 2023-12-23, 12:00, 216
AI9085, Air Australia, 2023-12-23, 09:00, 253
AI2856, Air India, 2023-12-23, 05:00, 349
AI927, Air Germany, 2023-12-23, 05:00, 283
AI4828, Air Russia, 2023-12-22, 19:00, 114
AI3953, Air India, 2023-12-22, 10:00, 25
AI3337, Air Australia, 2023-12-22, 10:00, 456
AI5807, Air Canada, 2023-12-22, 09:00, 450
AI898, Air Canada, 2023-12-22, 09:00, 292
AI929, Air USA, 2023-12-22, 06:00, 332
AI3756, Air India, 2023-12-22, 02:00, 316
AI2912, Air Canada, 2023-12-21, 16:00, 220
AI2210, Air India, 2023-12-21, 04:00, 273
AI9195, Air France, 2023-12-20, 20:00, 35
AI1376, Air USA, 2023-12-20, 18:00, 78
AI1146, Air USA, 2023-12-20, 15:00, 190
AI9372, Air USA, 2023-12-20, 04:00, 218
AI5995, Air Canada, 2023-12-20, 03:00, 210
AI9398, Air China, 2023-12-19, 19:00, 367
AI3073, Air Brazil, 2023-12-19, 19:00, 305
AI3365, Air France, 2023-12-19, 16:00, 452
AI7585, Air China, 2023-12-19, 16:00, 372
AI8072, Air Australia, 2023-12-19, 14:00, 478
AI6489, Air Russia, 2023-12-19, 11:00, 356
AI9918, Air Canada, 2023-12-19, 03:00, 185
AI488, Air France, 2023-12-18, 10:00, 89
AI8722, Air China, 2023-12-18, 07:00, 449
AI6547, Air China, 2023-12-18, 06:00, 169
AI8075, Air China, 2023-12-18, 06:00, 152
AI2406, Air Germany, 2023-12-18, 03:00, 315
AI6004, Air Russia, 2023-12-18, 02:00, 177
AI7231, Air Australia, 2023-12-17, 19:00, 32
AI1228, Air Germany, 2023-12-17, 15:00, 122
AI7752, Air Germany, 2023-12-17, 09:00, 262
AI2139, Air Brazil, 2023-12-17, 09:00, 400
AI8106, Air Brazil, 2023-12-17, 04:00, 155
AI9918, Air Japan, 2023-12-16, 18:00, 93
AI700, Air Australia, 2023-12-16, 15:00, 333
AI7187, Air India, 2023-12-16, 10:00, 134
AI2182, Air Germany, 2023-12-16, 08:00, 331
AI5073, Air Japan, 2023-12-16, 02:00, 402
AI9550, Air Australia, 2023-12-16, 00:00, 332
AI7979, Air Germany, 2023-12-15, 17:00, 96
AI9467, Air Japan, 2023-12-15, 05:00, 69
AI5640, Air France, 2023-12-15, 01:00, 317
AI5438, Air Russia, 2023-12-14, 20:00, 50
AI1206, Air USA, 2023-12-14, 19:00, 61
AI2218, Air Germany, 2023-12-14, 19:00, 311
AI3758, Air France, 2023-12-14, 19:00, 404
AI470, Air France, 2023-12-14, 18:00, 225
AI3862, Air Russia, 2023-12-14, 13:00, 110
AI4502, Air China, 2023-12-14, 06:00, 191
AI1534, Air France, 2023-12-14, 03:00, 175
AI448, Air Brazil, 2023-12-14, 02:00, 326
AI3223, Air Australia, 2023-12-14, 00:00, 341
AI6376, Air Germany, 2023-12-13, 23:00, 160
AI4350, Air Australia, 2023-12-13, 10:00, 373
AI3721, Air France, 2023-12-13, 07:00, 461
AI5217, Air Canada, 2023-12-13, 05:00, 305
AI4587, Air Japan, 2023-12-13, 04:00, 268
AI4239, Air India, 2023-12-13, 04:00, 141
AI6254, Air China, 2023-12-13, 04:00, 54
AI8510, Air Russia, 2023-12-12, 18:00, 491
AI4608, Air USA, 2023-12-12, 16:00, 260
AI887, Air Germany, 2023-12-12, 16:00, 416
AI3350, Air France, 2023-12-12, 14:00, 444
AI1605, Air Australia, 2023-12-12, 14:00, 170
AI9652, Air Russia, 2023-12-12, 13:00, 45
AI3992, Air India, 2023-12-12, 04:00, 75
AI1991, Air France, 2023-12-11, 21:00, 140
AI3318, Air Japan, 2023-12-11, 17:00, 225
AI887, Air Japan, 2023-12-11, 00:00, 215
AI3543, Air Brazil, 2023-12-11, 00:00, 137
AI5150, Air Russia, 2023-12-10, 22:00, 99
AI3071, Air Germany, 2023-12-10, 21:00, 211
AI376, Air India, 2023-12-10, 19:00, 166
AI7309, Air Germany, 2023-12-10, 19:00, 360
AI6929, Air India, 2023-12-10, 18:00, 266
AI6209, Air Japan, 2023-12-10, 17:00, 287
AI6171, Air India, 2023-12-10, 17:00, 43
AI9715, Air Canada, 2023-12-10, 15:00, 281
AI6557, Air India, 2023-12-10, 09:00, 500
AI682, Air India, 2023-12-10, 05:00, 230
AI8668, Air Brazil, 2023-12-10, 00:00, 65
AI4455, Air Russia, 2023-12-09, 21:00, 112
AI9965, Air Germany, 2023-12-09, 21:00, 47
AI1415, Air Canada, 2023-12-09, 21:00, 481
AI5850, Air India, 2023-12-09, 20:00, 339
AI3976, Air India, 2023-12-09, 18:00, 455
AI3300, Air Brazil, 2023-12-09, 08:00, 451
AI2603, Air USA, 2023-12-09, 04:00, 357
AI452, Air Australia, 2023-12-09, 02:00, 453
AI940, Air Japan, 2023-12-09, 00:00, 203
AI4885, Air Brazil, 2023-12-09, 00:00, 123
AI6008, Air Germany, 2023-12-08, 10:00, 208
AI5431, Air Germany, 2023-12-08, 07:00, 353
AI9535, Air India, 2023-12-07, 22:00, 264
AI667, Air Australia, 2023-12-07, 20:00, 376
AI3980, Air Brazil, 2023-12-07, 18:00, 463
AI7369, Air Germany, 2023-12-07, 16:00, 442
AI3674, Air Brazil, 2023-12-07, 12:00, 80
AI6211, Air Brazil, 2023-12-07, 06:00, 395
AI7752, Air China, 2023-12-07, 01:00, 388
AI1544, Air Canada, 2023-12-06, 21:00, 23
AI8108, Air India, 2023-12-06, 19:00, 353
AI7143, Air Brazil, 2023-12-06, 18:00, 194
AI7030, Air France, 2023-12-06, 13:00, 289
AI5025, Air USA, 2023-12-06, 12:00, 55
AI9660, Air Canada, 2023-12-06, 03:00, 210
AI2114, Air Brazil, 2023-12-06, 01:00, 306
AI8845, Air Australia, 2023-12-05, 18:00, 48
AI4714, Air USA, 2023-12-05, 15:00, 99
AI4377, Air USA, 2023-12-05, 01:00, 412
AI4861, Air Japan, 2023-12-05, 01:00, 375
AI9118, Air Germany, 2023-12-05, 01:00, 495
AI8421, Air France, 2023-12-04, 15:00, 170
AI6496, Air India, 2023-12-04, 11:00, 299
AI7274, Air USA, 2023-12-03, 08:00, 260
AI5743, Air China, 2023-12-03, 08:00, 220
